"Year","Mo","Dy","Tsu","Eq","Name","Location","Country","Latitude","Longitude","Elevation..m.","Type","Eruption","VEI","Agent","Deaths","Death.Description","Missing","Missing.Description","Injuries","Injuries.Description","Damage...Mil.","Damage.Description","Houses.Destroyed","Houses.Destroyed.Description","Total.Deaths","Total.Death.Description","Total.Missing","Total.Missing.Description","Total.Injuries","Total.Injuries.Description","Total.Damage...Mil.","Total.Damage.Description","Total.Houses.Destroyed","Total.Houses.Destroyed.Description","Cumulative_Eruptions"
1878,2,11,1096,6625,"Yasur","Vanuatu-SW Pacific","Vanuatu",-19.532,169.447,361,"Stratovolcano","true",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247
1878,8,29,1109,6198,"Okmok","Aleutian Is","United States",53.43,-168.13,1073,"Shield volcano","true",2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,248
1879,2,4,5480,NA,"Stromboli","Italy","Italy",38.789,15.213,924,"Stratovolcano","true",2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,249
1883,3,NA,NA,NA,"Karthala","Indian O-W","Comoros",-11.75,43.38,2361,"Shield volcano","true",2,"L",NA,3,NA,NA,NA,NA,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,3,NA,NA,250
1883,8,27,1142,NA,"Krakatau","Indonesia","Indonesia",-6.101,105.423,285,"Caldera","true",6,"W,P,I",2000,4,NA,NA,NA,3,NA,3,NA,3,36417,4,NA,NA,NA,3,NA,3,NA,3,251
1883,10,6,1143,NA,"Augustine","Alaska-SW","United States",59.363,-153.435,1218,"Lava dome","true",4,"",8,1,NA,NA,NA,NA,NA,NA,NA,NA,8,1,NA,NA,NA,NA,NA,1,NA,1,252
1883,10,10,1144,NA,"Krakatau","Indonesia","Indonesia",-6.101,105.423,285,"Caldera","true",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,253
1883,12,NA,NA,NA,"Bagana","Bougainville-SW Paci","Papua New Guinea",-6.137,155.196,1855,"Lava cone","true",3,"T",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,254
1884,2,NA,1145,NA,"Krakatau","Indonesia","Indonesia",-6.101,105.423,285,"Caldera","true",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255
1885,4,18,NA,NA,"Semeru","Java","Indonesia",-8.108,112.922,3657,"Stratovolcano","true",2,"A",74,2,NA,NA,NA,NA,NA,NA,NA,NA,74,2,NA,NA,NA,NA,NA,NA,NA,NA,256
1885,5,25,NA,2347,"Purace","Colombia","Colombia",2.32,-76.4,4650,"Stratovolcano","true",3,"",NA,2,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,2,NA,2,257
1886,1,11,NA,NA,"Tungurahua","Ecuador","Ecuador",-1.467,-78.442,5023,"Stratovolcano","true",4,"P",2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,258
1886,6,10,5777,NA,"Okataina","New Zealand","New Zealand",-38.157,176.507,1111,"Lava dome","true",5,"T",153,3,NA,NA,NA,NA,NA,NA,NA,NA,153,3,NA,NA,NA,NA,NA,NA,NA,NA,259
1886,8,31,NA,NA,"Niuafo'ou","Tonga-SW Pacific","Tonga",-15.6,-175.63,260,"Shield volcano","true",4,"",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,260
1887,3,9,NA,NA,"Mayon","Luzon-Philippines","Philippines",13.257,123.685,2462,"Stratovolcano","true",3,"T",15,1,NA,NA,NA,NA,NA,1,NA,1,15,1,NA,NA,NA,NA,NA,1,NA,1,261
1888,3,13,1175,NA,"Ritter Island","New Guinea-NE of","Papua New Guinea",-5.519,148.115,75,"Stratovolcano","true",2,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,3,NA,3,262
1888,7,15,NA,NA,"Bandaisan","Honshu-Japan","Japan",37.601,140.072,1816,"Stratovolcano","true",4,"A,P",461,3,NA,NA,70,2,NA,2,NA,2,461,3,NA,NA,70,2,NA,2,NA,2,263
1889,9,6,1181,6309,"Banua Wuhu","Sangihe Is-Indonesia","Indonesia",3.138,125.491,-5,"Submarine volcano","true",2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,264
1890,6,29,NA,NA,"Kie Besi","Halmahera-Indonesia","Indonesia",0.32,127.4,1357,"Stratovolcano","true",2,"",NA,NA,NA,NA,NA,NA,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,3,NA,3,265
1890,NA,NA,NA,NA,"Victory","New Guinea","Papua New Guinea",-9.2,149.072,1832,"Stratovolcano","true",2,"P",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,266
1892,5,21,NA,NA,"Sorikmarapi","Sumatra","Indonesia",0.686,99.539,2145,"Stratovolcano","true",2,"M",180,3,NA,NA,NA,NA,NA,NA,NA,NA,180,3,NA,NA,NA,NA,NA,NA,NA,NA,267
1892,6,7,1197,NA,"Awu","Sangihe Is-Indonesia","Indonesia",3.689,125.447,1318,"Stratovolcano","true",3,"P,M",1532,4,NA,NA,NA,NA,NA,3,NA,3,1532,4,NA,NA,NA,NA,NA,3,NA,3,268
1892,8,30,5608,NA,"Tofua","Tonga-SW Pacific","Tonga",-19.75,-175.07,515,"Caldera","true",2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,269
1893,1,7,NA,NA,"Calbuco","Chile-S","Chile",-41.33,-72.618,1974,"Stratovolcano","true",4,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,270
1893,6,7,NA,NA,"Azumayama","Honshu-Japan","Japan",37.735,140.244,1949,"Stratovolcano","true",2,"T",2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,271
1894,10,NA,NA,NA,"Ambrym","Vanuatu-SW Pacific","Vanuatu",-16.25,168.12,1334,"Pyroclastic shield","true",3,"T,L",10,1,NA,NA,NA,NA,NA,NA,NA,NA,10,1,NA,NA,NA,NA,NA,NA,NA,NA,272
1895,5,22,NA,NA,"Semeru","Java","Indonesia",-8.108,112.922,3657,"Stratovolcano","true",2,"M",80,2,NA,NA,NA,NA,NA,1,NA,NA,80,2,NA,NA,NA,NA,NA,1,NA,NA,273
1895,6,17,NA,NA,"Karkar","New Guinea-NE of","Papua New Guinea",-4.647,145.976,1839,"Stratovolcano","true",2,"I,M",1,1,NA,NA,NA,NA,NA,NA,NA,NA,21,1,NA,NA,NA,NA,NA,NA,NA,NA,274
1895,10,16,NA,NA,"Kirishimayama","Kyushu-Japan","Japan",31.934,130.862,1700,"Shield volcano","true",2,"T",4,1,NA,NA,NA,NA,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,275
1895,NA,NA,NA,NA,"Dakataua","New Britain-SW Pac","Papua New Guinea",-5.046,150.1,408,"Caldera","true",2,"?",NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,276
1896,3,15,NA,NA,"Kirishimayama","Kyushu-Japan","Japan",31.934,130.862,1700,"Shield volcano","true",2,"T",1,1,NA,NA,1,1,NA,NA,NA,NA,1,1,NA,NA,1,1,NA,NA,NA,NA,277
1897,3,26,5629,NA,"Tinakula","Santa Cruz Is-SW Pac","Solomon Is.",-10.386,165.804,796,"Stratovolcano","true",2,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,278
1897,5,23,NA,NA,"Mayon","Luzon-Philippines","Philippines",13.257,123.685,2462,"Stratovolcano","true",3,"P,T,M",350,3,NA,NA,NA,NA,NA,NA,NA,NA,350,3,NA,NA,NA,NA,NA,NA,NA,NA,279
1899,11,13,NA,NA,"Dona Juana","Colombia","Colombia",1.5,-76.936,4137,"Stratovolcano","true",4,"P",55,2,NA,NA,NA,NA,NA,NA,NA,NA,55,2,NA,NA,NA,NA,NA,NA,NA,NA,280
1899,NA,NA,NA,NA,"Manam","New Guinea-NE of","Papua New Guinea",-4.08,145.037,1807,"Stratovolcano","true",2,"",2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,281
1900,1,22,NA,NA,"Asamayama","Honshu-Japan","Japan",36.406,138.523,2568,"Complex volcano","true",2,"",25,1,NA,NA,NA,NA,NA,NA,NA,NA,25,1,NA,NA,NA,NA,NA,NA,NA,NA,282
1900,2,16,NA,NA,"Kirishimayama","Kyushu-Japan","Japan",31.934,130.862,1700,"Shield volcano","true",2,"",2,1,NA,NA,3,1,NA,NA,NA,NA,2,1,NA,NA,3,1,NA,NA,NA,NA,283
1900,7,17,NA,NA,"Adatarayama","Honshu-Japan","Japan",37.647,140.281,1728,"Stratovolcano","true",2,"T",72,2,NA,NA,10,1,NA,NA,NA,NA,72,2,NA,NA,10,1,NA,NA,NA,NA,284
1900,NA,NA,NA,NA,"Bora-Bericha-Tullu Moye","Africa-NE","Ethiopia",8.211,39.081,2345,"Pumice cone","true",NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,285
1901,5,22,NA,NA,"Kelud","Java","Indonesia",-7.935,112.314,1730,"Stratovolcano","true",3,"",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,286
1901,8,9,1280,2595,"East Epi","Vanuatu-SW Pacific","Vanuatu",-16.68,168.389,833,"Stratovolcano","true",NA,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,287
1902,5,5,2881,NA,"Pelee","W Indies","Martinique",14.809,-61.166,1372,"Stratovolcano","true",4,"W,M",23,1,NA,NA,NA,NA,NA,NA,NA,NA,23,1,NA,NA,NA,NA,NA,NA,NA,NA,288
1902,5,7,2873,NA,"Soufriere St. Vincent","W Indies","St. Vincent & the Grenadines",13.33,-61.18,1220,"Stratovolcano","true",4,"P",1680,4,NA,NA,NA,3,NA,1,NA,NA,1680,4,NA,NA,NA,3,NA,1,NA,NA,289
1902,5,8,1288,NA,"Pelee","W Indies","Martinique",14.809,-61.166,1372,"Stratovolcano","true",4,"P",28000,4,NA,NA,NA,NA,NA,NA,NA,NA,28000,4,NA,NA,NA,NA,NA,NA,NA,NA,290
1902,5,20,2433,NA,"Pelee","W Indies","Martinique",14.809,-61.166,1372,"Stratovolcano","true",4,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,20,1,291
1902,6,6,5696,NA,"Pelee","W Indies","Martinique",14.809,-61.166,1372,"Stratovolcano","true",4,"W,P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,292
1902,7,10,5697,NA,"Pelee","W Indies","Martinique",14.809,-61.166,1372,"Stratovolcano","true",4,"P,W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,293
1902,8,7,NA,NA,"Izu-Torishima","Izu Is-Japan","Japan",30.484,140.303,394,"Stratovolcano","true",3,"",125,3,NA,NA,NA,NA,NA,NA,NA,NA,125,3,NA,NA,NA,NA,NA,NA,NA,NA,294
1902,8,30,1291,NA,"Pelee","W Indies","Martinique",14.809,-61.166,1372,"Stratovolcano","true",4,"P",1500,4,NA,NA,NA,NA,NA,NA,NA,NA,1500,4,NA,NA,NA,NA,NA,NA,NA,NA,295
1902,10,25,NA,NA,"Santa Maria","Guatemala","Guatemala",14.757,-91.552,3745,"Stratovolcano","true",6,"T,G",2500,4,NA,NA,NA,NA,NA,2,NA,2,10000,4,NA,NA,NA,NA,NA,2,NA,2,296
1902,12,NA,NA,NA,"Merapi","Java","Indonesia",-7.54,110.446,2910,"Stratovolcano","true",2,"P",16,1,NA,NA,45,1,NA,NA,NA,2,16,1,NA,NA,45,1,NA,NA,NA,2,297
1903,8,30,NA,NA,"Okataina","New Zealand","New Zealand",-38.157,176.507,1111,"Lava dome","true",1,"T",4,1,NA,NA,NA,NA,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,298
1904,1,30,NA,NA,"Merapi","Java","Indonesia",-7.54,110.446,2910,"Stratovolcano","true",2,"P",16,1,NA,NA,45,1,NA,NA,NA,NA,16,1,NA,NA,45,1,NA,NA,NA,NA,299
1904,2,25,NA,NA,"Karthala","Indian O-W","Comoros",-11.75,43.38,2361,"Shield volcano","true",2,"L",1,1,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,300
1905,3,10,NA,NA,"Vesuvius","Italy","Italy",40.821,14.426,1281,"Complex volcano","true",2,"T",1,1,NA,NA,1,1,NA,NA,NA,NA,1,1,NA,NA,1,1,NA,NA,NA,NA,301
1905,8,4,1326,NA,"Savaii","Samoa-SW Pacific","Samoa",-13.612,-172.525,1858,"Shield volcano","true",2,"",NA,NA,NA,NA,NA,NA,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,3,NA,3,302
1906,4,4,3413,NA,"Vesuvius","Italy","Italy",40.821,14.426,1281,"Complex volcano","true",3,"T,L",350,3,NA,NA,300,3,NA,NA,NA,NA,350,3,NA,NA,300,3,NA,NA,NA,NA,303
1906,11,28,1346,NA,"Savaii","Samoa-SW Pacific","Samoa",-13.612,-172.525,1858,"Shield volcano","true",2,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,304
1907,6,8,1356,NA,"Savaii","Samoa-SW Pacific","Samoa",-13.612,-172.525,1858,"Shield volcano","true",2,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,305
1907,6,19,1357,NA,"Savaii","Samoa-SW Pacific","Samoa",-13.612,-172.525,1858,"Shield volcano","true",2,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306
1907,6,27,1358,NA,"Savaii","Samoa-SW Pacific","Samoa",-13.612,-172.525,1858,"Shield volcano","true",2,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,307
1907,7,9,1359,NA,"Savaii","Samoa-SW Pacific","Samoa",-13.612,-172.525,1858,"Shield volcano","true",2,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,308
1907,7,25,1360,NA,"Savaii","Samoa-SW Pacific","Samoa",-13.612,-172.525,1858,"Shield volcano","true",2,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,309
1907,7,NA,1365,10011,"Unnamed","Tonga-SW Pacific","Tonga",-21.338,-175.65,-68,"Submarine volcano","true",0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,310
1907,8,4,NA,NA,"Alayta","Africa-NE","Ethiopia",12.888,40.573,1496,"Shield volcano","true",2,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,311
1907,9,28,NA,NA,"Lewotobi","Lesser Sunda Is","Indonesia",-8.542,122.775,1703,"Stratovolcano","true",2,"",1,1,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,312
1907,10,6,1363,NA,"Savaii","Samoa-SW Pacific","Samoa",-13.612,-172.525,1858,"Shield volcano","true",NA,"",NA,NA,NA,NA,NA,NA,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,3,NA,3,313
1909,4,28,NA,8158,"Cameroon","Africa-W","Cameroon",4.203,9.17,4095,"Stratovolcano","true",2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,314
1909,8,29,NA,NA,"Semeru","Java","Indonesia",-8.108,112.922,3657,"Stratovolcano","true",2,"m",221,3,NA,NA,NA,NA,NA,1,NA,NA,221,3,NA,NA,NA,NA,NA,1,NA,NA,315
1910,7,25,NA,NA,"Toya","Hokkaido-Japan","Japan",42.544,140.839,733,"Stratovolcano","true",2,"M",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,316
1911,1,30,1392,8391,"Taal","Luzon-Philippines","Philippines",14.011,120.998,311,"Stratovolcano","true",3,"P,W",1335,4,NA,NA,199,3,NA,3,543,3,1335,4,NA,NA,199,3,NA,3,543,3,317
1911,5,8,NA,NA,"Asamayama","Honshu-Japan","Japan",36.406,138.523,2568,"Complex volcano","true",2,"T",1,1,NA,NA,2,1,NA,NA,60,2,1,1,NA,NA,2,1,NA,NA,60,2,318
1911,8,15,NA,NA,"Asamayama","Honshu-Japan","Japan",36.406,138.523,2568,"Complex volcano","true",2,"T",2,1,NA,NA,36,1,NA,NA,NA,NA,2,1,NA,NA,36,1,NA,NA,NA,NA,319
1911,11,3,1400,NA,"Piparo","Trinidad","Trinidad",10,-61,140,"Mud volcano","true",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,320
1911,11,8,NA,NA,"Semeru","Java","Indonesia",-8.108,112.922,3657,"Stratovolcano","true",3,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,321
1912,9,6,NA,NA,"Novarupta","Alaska Peninsula","United States",58.266,-155.159,841,"Caldera","true",6,"T",2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,322
1912,12,3,NA,NA,"Nyamulagira","Africa-C","Congo, DRC",-1.408,29.2,3058,"Shield volcano","true",3,"L",20,1,NA,NA,NA,NA,NA,NA,NA,NA,20,1,NA,NA,NA,NA,NA,NA,NA,NA,323
1913,1,20,NA,NA,"Colima","Mexico","Mexico",19.514,-103.62,3850,"Stratovolcano","true",4,"P,m",13,1,NA,NA,NA,NA,NA,NA,NA,NA,13,1,NA,NA,NA,NA,NA,NA,NA,NA,324
1913,3,14,1407,2973,"Awu","Sangihe Is-Indonesia","Indonesia",3.689,125.447,1318,"Stratovolcano","true",2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138,3,NA,NA,NA,2,NA,2,NA,3,325
1913,5,29,NA,NA,"Asamayama","Honshu-Japan","Japan",36.406,138.523,2568,"Complex volcano","true",1,"T",1,1,NA,NA,1,1,NA,NA,NA,NA,1,1,NA,NA,1,1,NA,NA,NA,NA,326
1913,6,23,NA,NA,"Semeru","Java","Indonesia",-8.108,112.922,3657,"Stratovolcano","true",2,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,327
1913,12,6,NA,NA,"Ambrym","Vanuatu-SW Pacific","Vanuatu",-16.25,168.12,1334,"Pyroclastic shield","true",3,"T",21,1,NA,NA,NA,NA,NA,3,NA,NA,21,1,NA,NA,NA,NA,NA,3,NA,NA,328
1914,1,12,1412,2994,"Aira","Kyushu-Japan","Japan",31.577,130.659,1117,"Stratovolcano","true",4,"I,S,A,T",28,1,NA,NA,NA,3,0.04,1,2148,4,63,2,NA,NA,112,3,19,3,2268,4,329
1914,NA,NA,NA,NA,"Witori","New Britain-SW Pac","Papua New Guinea",-5.575,150.516,724,"Caldera","true",3,"I",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,330
1914,NA,NA,NA,NA,"Ambae","Vanuatu-SW Pacific","Vanuatu",-15.389,167.835,1496,"Shield volcano","true",NA,"L",100,2,NA,NA,NA,NA,NA,NA,NA,NA,100,2,NA,NA,NA,NA,NA,NA,NA,NA,331
1915,6,19,5972,NA,"Myojinsho","Izu Is-Japan","Japan",31.888,139.918,11,"Submarine volcano","true",0,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,332
1916,3,3,NA,NA,"Tungurahua","Ecuador","Ecuador",-1.467,-78.442,5023,"Stratovolcano","true",4,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,333
1916,7,3,3147,NA,"Stromboli","Italy","Italy",38.789,15.213,924,"Stratovolcano","true",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,334
1917,1,1,NA,NA,"Lengai, Ol Doinyo","Africa-E","Tanzania",-2.764,35.914,2962,"Stratovolcano","true",3,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,335
1917,4,1,NA,NA,"Okataina","New Zealand","New Zealand",-38.157,176.507,1111,"Lava dome","true",1,"T",2,1,NA,NA,3,1,NA,NA,NA,NA,2,1,NA,NA,3,1,NA,NA,NA,NA,336
1917,4,NA,NA,NA,"Calbuco","Chile-S","Chile",-41.33,-72.618,1974,"Stratovolcano","true",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,337
1917,6,7,NA,6877,"San Salvador","El Salvador","El Salvador",13.734,-89.294,1893,"Stratovolcano","true",3,"S,L",325,3,NA,NA,NA,NA,NA,NA,NA,NA,325,3,NA,NA,NA,NA,NA,NA,NA,NA,338
1918,7,18,1454,NA,"Banua Wuhu","Sangihe Is-Indonesia","Indonesia",3.138,125.491,-5,"Submarine volcano","true",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,339
1918,10,12,1452,NA,"Katla","Iceland-S","Iceland",63.633,-19.083,1490,"Subglacial volcano","true",4,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,340
1919,2,19,NA,NA,"Popocatepetl","Mexico","Mexico",19.023,-98.622,5393,"Stratovolcano","true",1,"A",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,341
1919,4,3,3511,NA,"Banua Wuhu","Sangihe Is-Indonesia","Indonesia",3.138,125.491,-5,"Submarine volcano","true",3,"",NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,342
1919,5,19,NA,NA,"Kelud","Java","Indonesia",-7.935,112.314,1730,"Stratovolcano","true",4,"M",5110,4,NA,NA,NA,NA,NA,NA,9000,4,5110,4,NA,NA,NA,NA,NA,NA,9000,4,343
1919,5,22,1476,NA,"Stromboli","Italy","Italy",38.789,15.213,924,"Stratovolcano","true",3,"T",4,1,NA,NA,NA,3,NA,1,10,1,4,1,NA,NA,NA,3,NA,1,10,1,344
1919,9,29,1478,NA,"Mauna Loa","Hawaiian Is","United States",19.475,-155.608,4170,"Shield volcano","true",0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,345
1920,7,25,NA,NA,"Merapi","Java","Indonesia",-7.54,110.446,2910,"Stratovolcano","true",2,"P",35,1,NA,NA,NA,NA,NA,NA,NA,NA,35,1,NA,NA,NA,NA,NA,NA,NA,NA,346
1920,10,29,NA,NA,"Izalco","El Salvador","El Salvador",13.813,-89.633,1950,"Stratovolcano","true",3,"P",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,347
1923,3,2,5720,10435,"Cendres, Ile des","SE Asia","Vietnam",10.158,109.014,-20,"Submarine volcanoes","true",2,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,348
1923,7,1,NA,NA,"Kirishimayama","Kyushu-Japan","Japan",31.934,130.862,1700,"Shield volcano","true",2,"",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,349
1924,5,10,NA,NA,"Kilauea","Hawaiian Is","United States",19.421,-155.287,1222,"Shield volcano","true",2,"T",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,350
1924,12,18,NA,NA,"Papandayan","Java","Indonesia",-7.32,107.73,2665,"Stratovolcano","true",1,"G",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,351
1926,1,23,NA,NA,"Santorini","Greece","Greece",36.404,25.396,367,"Shield volcano","true",2,"S",48,1,NA,NA,NA,NA,NA,NA,NA,NA,48,1,NA,NA,NA,NA,NA,NA,NA,NA,352
1926,5,24,NA,NA,"Tokachidake","Hokkaido-Japan","Japan",43.418,142.686,2077,"Stratovolcano","true",3,"M,T",144,3,NA,NA,207,3,NA,NA,5080,4,144,3,NA,NA,207,3,NA,NA,5080,4,353
1926,9,8,NA,NA,"Tokachidake","Hokkaido-Japan","Japan",43.418,142.686,2077,"Stratovolcano","true",3,"",NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,354
1927,9,5,NA,NA,"Esjufjoll","Iceland-SE","Iceland",64.25,-16.583,1620,"Stratovolcano","true",1,"M",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,355
1928,1,NA,NA,NA,"Mayon","Luzon-Philippines","Philippines",13.257,123.685,2462,"Stratovolcano","true",3,"P",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,356
1928,3,26,1593,NA,"Krakatau","Indonesia","Indonesia",-6.101,105.423,285,"Caldera","true",2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,357
1928,5,13,NA,NA,"Dieng Volcanic Complex","Java","Indonesia",-7.2,109.879,2565,"Complex volcano","true",2,"T",40,1,NA,NA,NA,NA,NA,NA,NA,NA,40,1,NA,NA,NA,NA,NA,NA,NA,NA,358
1928,8,4,1607,NA,"Paluweh","Lesser Sunda Is","Indonesia",-8.32,121.708,875,"Stratovolcano","true",3,"W,T",98,2,NA,NA,NA,NA,NA,1,NA,NA,226,3,NA,NA,200,3,NA,2,NA,2,359
1928,11,8,NA,NA,"Etna","Italy","Italy",37.748,14.999,3357,"Stratovolcano","true",1,"L",5,1,NA,NA,NA,NA,NA,NA,NA,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,360
1929,1,6,NA,NA,"Calbuco","Chile-S","Chile",-41.33,-72.618,1974,"Stratovolcano","true",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,361
